Official Name,Vote Outcome,File Number,Agenda Item Subject,Vote Date,Meeting Type,Overall Result,Link
Lynda Hopkins,Aye,2019-1654,Psychiatric Health Facility Update and Revenue Agreements,2019-12-02,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5284
Susan Gorin,Aye,2019-1657,"Ratification of proclamation of local emergency due to the Kincade Fire, exacerbated by the extreme fire danger weather created by successive wind events and corresponding de-energization in the Sonoma County Operational Area.",2019-10-31,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5287
David Rabbitt,Aye,2019-1657,"Ratification of proclamation of local emergency due to the Kincade Fire, exacerbated by the extreme fire danger weather created by successive wind events and corresponding de-energization in the Sonoma County Operational Area.",2019-10-31,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5287
Shirlee Zane,Aye,2019-1657,"Ratification of proclamation of local emergency due to the Kincade Fire, exacerbated by the extreme fire danger weather created by successive wind events and corresponding de-energization in the Sonoma County Operational Area.",2019-10-31,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5287
James Gore,Aye,2019-1657,"Ratification of proclamation of local emergency due to the Kincade Fire, exacerbated by the extreme fire danger weather created by successive wind events and corresponding de-energization in the Sonoma County Operational Area.",2019-10-31,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5287
Lynda Hopkins,Aye,2019-1657,"Ratification of proclamation of local emergency due to the Kincade Fire, exacerbated by the extreme fire danger weather created by successive wind events and corresponding de-energization in the Sonoma County Operational Area.",2019-10-31,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5287
Susan Gorin,Aye,2019-1658,2019 Kincade Fire Disaster Fund,2019-10-31,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5288
David Rabbitt,Aye,2019-1658,2019 Kincade Fire Disaster Fund,2019-10-31,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5288
Shirlee Zane,Aye,2019-1658,2019 Kincade Fire Disaster Fund,2019-10-31,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5288
James Gore,Absent,2019-1658,2019 Kincade Fire Disaster Fund,2019-10-31,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5288
Lynda Hopkins,Aye,2019-1658,2019 Kincade Fire Disaster Fund,2019-10-31,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5288
Susan Gorin,Aye,2019-1663,Disbursement of Fiscal Year 2019-2020 Second District Community Investment Fund Grant Awards,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5293
David Rabbitt,Aye,2019-1663,Disbursement of Fiscal Year 2019-2020 Second District Community Investment Fund Grant Awards,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5293
Shirlee Zane,Aye,2019-1663,Disbursement of Fiscal Year 2019-2020 Second District Community Investment Fund Grant Awards,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5293
James Gore,Aye,2019-1663,Disbursement of Fiscal Year 2019-2020 Second District Community Investment Fund Grant Awards,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5293
Lynda Hopkins,Aye,2019-1663,Disbursement of Fiscal Year 2019-2020 Second District Community Investment Fund Grant Awards,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5293
Susan Gorin,Aye,2019-1664,Senior Advocacy Services Contract Amendment #2,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5294
David Rabbitt,Absent,2019-1664,Senior Advocacy Services Contract Amendment #2,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5294
Shirlee Zane,Aye,2019-1664,Senior Advocacy Services Contract Amendment #2,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5294
James Gore,Aye,2019-1664,Senior Advocacy Services Contract Amendment #2,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5294
Lynda Hopkins,Aye,2019-1664,Senior Advocacy Services Contract Amendment #2,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5294
Susan Gorin,Aye,2019-1665,9:00 A.M. - Cannabis Tax Appeal to the Board of Supervisors for July 2017 - June 2018 Reporting Period,2019-11-18,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5295
David Rabbitt,Aye,2019-1665,9:00 A.M. - Cannabis Tax Appeal to the Board of Supervisors for July 2017 - June 2018 Reporting Period,2019-11-18,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5295
Shirlee Zane,Aye,2019-1665,9:00 A.M. - Cannabis Tax Appeal to the Board of Supervisors for July 2017 - June 2018 Reporting Period,2019-11-18,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5295
James Gore,Aye,2019-1665,9:00 A.M. - Cannabis Tax Appeal to the Board of Supervisors for July 2017 - June 2018 Reporting Period,2019-11-18,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5295
Lynda Hopkins,Aye,2019-1665,9:00 A.M. - Cannabis Tax Appeal to the Board of Supervisors for July 2017 - June 2018 Reporting Period,2019-11-18,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5295
Susan Gorin,Aye,2019-1666,Fire Services Agreements,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5296
David Rabbitt,Aye,2019-1666,Fire Services Agreements,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5296
Shirlee Zane,Aye,2019-1666,Fire Services Agreements,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5296
James Gore,Aye,2019-1666,Fire Services Agreements,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5296
Lynda Hopkins,Aye,2019-1666,Fire Services Agreements,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5296
Susan Gorin,Aye,2019-1667,Adopt a resolution ratifying the proclamation of local health emergency in the Sonoma County Operational area due to hazardous conditions resulting from the Kincade Fire.,2019-11-05,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5297
David Rabbitt,Aye,2019-1667,Adopt a resolution ratifying the proclamation of local health emergency in the Sonoma County Operational area due to hazardous conditions resulting from the Kincade Fire.,2019-11-05,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5297
Shirlee Zane,Aye,2019-1667,Adopt a resolution ratifying the proclamation of local health emergency in the Sonoma County Operational area due to hazardous conditions resulting from the Kincade Fire.,2019-11-05,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5297
James Gore,Aye,2019-1667,Adopt a resolution ratifying the proclamation of local health emergency in the Sonoma County Operational area due to hazardous conditions resulting from the Kincade Fire.,2019-11-05,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5297
Lynda Hopkins,Aye,2019-1667,Adopt a resolution ratifying the proclamation of local health emergency in the Sonoma County Operational area due to hazardous conditions resulting from the Kincade Fire.,2019-11-05,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5297
Susan Gorin,Aye,2019-1672,Fee Waiver,2019-12-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5302
David Rabbitt,Aye,2019-1672,Fee Waiver,2019-12-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5302
Shirlee Zane,Aye,2019-1672,Fee Waiver,2019-12-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5302
James Gore,Aye,2019-1672,Fee Waiver,2019-12-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5302
Lynda Hopkins,Aye,2019-1672,Fee Waiver,2019-12-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5302
Susan Gorin,Aye,2019-1673,Adopt resolutions directing the Purchasing Agent to engage independent contractors and authorizing the County Administrator to contract for emergency work pursuant to the local emergency declaration for the Kincade Fire,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5303
David Rabbitt,Aye,2019-1673,Adopt resolutions directing the Purchasing Agent to engage independent contractors and authorizing the County Administrator to contract for emergency work pursuant to the local emergency declaration for the Kincade Fire,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5303
Shirlee Zane,Aye,2019-1673,Adopt resolutions directing the Purchasing Agent to engage independent contractors and authorizing the County Administrator to contract for emergency work pursuant to the local emergency declaration for the Kincade Fire,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5303
James Gore,Aye,2019-1673,Adopt resolutions directing the Purchasing Agent to engage independent contractors and authorizing the County Administrator to contract for emergency work pursuant to the local emergency declaration for the Kincade Fire,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5303
Lynda Hopkins,Aye,2019-1673,Adopt resolutions directing the Purchasing Agent to engage independent contractors and authorizing the County Administrator to contract for emergency work pursuant to the local emergency declaration for the Kincade Fire,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5303
Susan Gorin,Aye,2019-1677,Memorandum of Understanding between the County of Sonoma and Western Council of Engineers,2019-12-02,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5307
David Rabbitt,Aye,2019-1677,Memorandum of Understanding between the County of Sonoma and Western Council of Engineers,2019-12-02,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5307
Shirlee Zane,Aye,2019-1677,Memorandum of Understanding between the County of Sonoma and Western Council of Engineers,2019-12-02,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5307
James Gore,Aye,2019-1677,Memorandum of Understanding between the County of Sonoma and Western Council of Engineers,2019-12-02,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5307
Lynda Hopkins,Aye,2019-1677,Memorandum of Understanding between the County of Sonoma and Western Council of Engineers,2019-12-02,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5307
Susan Gorin,Aye,2019-1679,Kincade Fire Amendment to Resiliency Permit Center Contract,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5309
David Rabbitt,Aye,2019-1679,Kincade Fire Amendment to Resiliency Permit Center Contract,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5309
Shirlee Zane,Aye,2019-1679,Kincade Fire Amendment to Resiliency Permit Center Contract,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5309
James Gore,Aye,2019-1679,Kincade Fire Amendment to Resiliency Permit Center Contract,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5309
Lynda Hopkins,Aye,2019-1679,Kincade Fire Amendment to Resiliency Permit Center Contract,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5309
Susan Gorin,Aye,2019-1691,Adopt a Gold Resolution Congratulating Camp Newman on the Groundbreaking for the Six Points Community Center and the ongoing Service to the Community. (First District),2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5321
David Rabbitt,Aye,2019-1691,Adopt a Gold Resolution Congratulating Camp Newman on the Groundbreaking for the Six Points Community Center and the ongoing Service to the Community. (First District),2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5321
Shirlee Zane,Aye,2019-1691,Adopt a Gold Resolution Congratulating Camp Newman on the Groundbreaking for the Six Points Community Center and the ongoing Service to the Community. (First District),2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5321
James Gore,Aye,2019-1691,Adopt a Gold Resolution Congratulating Camp Newman on the Groundbreaking for the Six Points Community Center and the ongoing Service to the Community. (First District),2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5321
Lynda Hopkins,Aye,2019-1691,Adopt a Gold Resolution Congratulating Camp Newman on the Groundbreaking for the Six Points Community Center and the ongoing Service to the Community. (First District),2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5321
Susan Gorin,Aye,2019-1693,2:00 P.M. - AGP19-0006 New Land Conservation Act Contract,2019-12-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5323
David Rabbitt,Aye,2019-1693,2:00 P.M. - AGP19-0006 New Land Conservation Act Contract,2019-12-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5323
Shirlee Zane,Aye,2019-1693,2:00 P.M. - AGP19-0006 New Land Conservation Act Contract,2019-12-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5323
James Gore,Aye,2019-1693,2:00 P.M. - AGP19-0006 New Land Conservation Act Contract,2019-12-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5323
Lynda Hopkins,Aye,2019-1693,2:00 P.M. - AGP19-0006 New Land Conservation Act Contract,2019-12-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5323
Susan Gorin,Aye,2019-1694,Continue Proclamation of Local Emergency Due to the Kincade Fire in the Sonoma County Operational Area.,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5324
David Rabbitt,Absent,2019-1694,Continue Proclamation of Local Emergency Due to the Kincade Fire in the Sonoma County Operational Area.,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5324
Shirlee Zane,Aye,2019-1694,Continue Proclamation of Local Emergency Due to the Kincade Fire in the Sonoma County Operational Area.,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5324
James Gore,Aye,2019-1694,Continue Proclamation of Local Emergency Due to the Kincade Fire in the Sonoma County Operational Area.,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5324
